Geracao,ID_Original,Cromossomo,Distancia_KM,Tempo_H,Pedagio_R$
21,16,9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4 - 5,381.84,74.00,310.00
21,17,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
21,18,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
21,19,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
21,20,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
21,21,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8,366.06,72.00,318.00
21,22,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
21,23,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
21,24,3 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,414.03,93.50,210.00
21,25,1 - 0 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,406.30,90.00,211.00
21,26,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
21,27,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
21,28,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
21,29,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
21,30,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
21,31,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
21,32,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
21,33,7 - 8 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,409.09,86.50,220.00
21,34,3 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,414.03,93.50,210.00
21,35,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
21,36,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
21,37,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
21,38,3 - 1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6,372.45,72.00,316.00
21,39,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
21,40,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
21,41,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
21,42,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
21,43,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
21,44,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
21,45,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
21,46,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
21,47,9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4 - 5,381.84,74.00,310.00
21,48,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
21,49,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
21,50,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
21,51,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
21,52,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
21,53,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
21,54,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
21,55,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
21,56,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
21,57,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
21,58,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
21,59,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
21,60,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
21,61,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
21,62,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
21,63,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
21,64,7 - 8 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,409.09,86.50,220.00
21,65,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
21,66,3 - 0 - 1 - 2 - 7 - 8 - 4 - 5 - 9 - 6,368.86,68.50,327.00
21,67,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
21,68,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8,366.06,72.00,318.00
21,69,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
21,70,3 - 1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6,372.45,72.00,316.00
21,71,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
21,72,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
21,73,8 - 7 - 4 - 5 - 9 - 6 - 3 - 1 - 0 - 2,372.45,72.00,316.00
21,74,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
21,75,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
21,76,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8,366.06,72.00,318.00
21,77,0 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3 - 1,406.30,90.00,211.00
21,78,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
21,79,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
21,80,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
21,81,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
21,82,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
21,83,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
21,84,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
21,85,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
21,86,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
21,87,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
21,88,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
21,89,2 - 7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1,368.86,68.50,327.00
21,90,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
21,91,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
21,92,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
21,93,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
21,94,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
21,95,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
21,96,0 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,409.09,86.50,220.00
21,97,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
21,98,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
21,99,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
22,0,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
22,1,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
22,2,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
22,3,3 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,414.03,93.50,210.00
22,4,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
22,5,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
22,6,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
22,7,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
22,8,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
22,9,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
22,10,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
22,11,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
22,12,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
22,13,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
22,14,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
22,15,9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4 - 5,381.84,74.00,310.00
22,16,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
22,17,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
22,18,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
22,19,3 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,414.03,93.50,210.00
22,20,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
22,21,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
22,22,3 - 1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6,372.45,72.00,316.00
22,23,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
22,24,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
22,25,8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 5,370.00,76.50,300.00
22,26,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
22,27,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
22,28,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
22,29,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
22,30,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
22,31,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
22,32,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
22,33,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
22,34,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
22,35,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
22,36,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
22,37,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
22,38,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
22,39,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
22,40,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
22,41,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
22,42,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
22,43,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
22,44,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
22,45,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
22,46,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
22,47,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
22,48,4 - 5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8,375.45,74.00,312.00
22,49,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
22,50,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
22,51,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
22,52,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
22,53,9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4 - 5,381.84,74.00,310.00
22,54,2 - 7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1,368.86,68.50,327.00
22,55,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
22,56,7 - 8 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,409.09,86.50,220.00
22,57,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
22,58,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
22,59,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
22,60,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
22,61,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
22,62,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
22,63,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
22,64,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8,366.06,72.00,318.00
22,65,7 - 8 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,409.09,86.50,220.00
22,66,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
22,67,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
22,68,3 - 1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6,372.45,72.00,316.00
22,69,1 - 0 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,406.30,90.00,211.00
22,70,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
22,71,9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 5 - 4,406.12,92.00,216.00
22,72,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
22,73,7 - 8 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,409.09,86.50,220.00
22,74,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
22,75,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
22,76,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
22,77,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
22,78,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
22,79,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
22,80,7 - 8 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,409.09,86.50,220.00
22,81,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
22,82,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
22,83,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8,366.06,72.00,318.00
22,84,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
22,85,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
22,86,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
22,87,3 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,414.03,93.50,210.00
22,88,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
22,89,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
22,90,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
22,91,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
22,92,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
22,93,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
22,94,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
22,95,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
22,96,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
22,97,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
22,98,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
22,99,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
23,0,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
23,1,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
23,2,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
23,3,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
23,4,4 - 9 - 6 - 0 - 3 - 1 - 2 - 7 - 8 - 5,414.03,93.50,210.00
23,5,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
23,6,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
23,7,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
23,8,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
23,9,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
23,10,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
23,11,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
23,12,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
23,13,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
23,14,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
23,15,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
23,16,8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7,368.86,68.50,327.00
23,17,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
23,18,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
23,19,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
23,20,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
23,21,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
23,22,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
23,23,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
23,24,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
23,25,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
23,26,4 - 5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8,375.45,74.00,312.00
23,27,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
23,28,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
23,29,7 - 8 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,409.09,86.50,220.00
23,30,7 - 8 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,409.09,86.50,220.00
23,31,9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4 - 5,381.84,74.00,310.00
23,32,9 - 6 - 3 - 0 - 1 - 2 - 4 - 7 - 8 - 5,373.70,73.50,315.00
23,33,9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4 - 5,381.84,74.00,310.00
23,34,3 - 1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6,372.45,72.00,316.00
23,35,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
23,36,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
23,37,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
23,38,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
23,39,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
23,40,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
23,41,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
23,42,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
23,43,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
23,44,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
23,45,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
23,46,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
23,47,0 - 1 - 2 - 4 - 7 - 8 - 5 - 9 - 6 - 3,373.70,73.50,315.00
23,48,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
23,49,1 - 0 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,406.30,90.00,211.00
23,50,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
23,51,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
23,52,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
23,53,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
23,54,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
23,55,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
23,56,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
23,57,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
23,58,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
23,59,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
23,60,7 - 8 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,409.09,86.50,220.00
23,61,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8,366.06,72.00,318.00
23,62,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
23,63,1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 3,372.45,72.00,316.00
23,64,3 - 0 - 1 - 2 - 8 - 7 - 4 - 5 - 9 - 6,375.24,68.50,325.00
23,65,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
23,66,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
23,67,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
23,68,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
23,69,3 - 1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6,372.45,72.00,316.00
23,70,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
23,71,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
23,72,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
23,73,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
