Geracao,ID_Original,Cromossomo,Distancia_KM,Tempo_H,Pedagio_R$
23,74,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8,366.06,72.00,318.00
23,75,2 - 7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1,368.86,68.50,327.00
23,76,7 - 8 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,409.09,86.50,220.00
23,77,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
23,78,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
23,79,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
23,80,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
23,81,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
23,82,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
23,83,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
23,84,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
23,85,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
23,86,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
23,87,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
23,88,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
23,89,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
23,90,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
23,91,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
23,92,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
23,93,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
23,94,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
23,95,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
23,96,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
23,97,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
23,98,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
23,99,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
24,0,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
24,1,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
24,2,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
24,3,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
24,4,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
24,5,1 - 3 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,414.03,93.50,210.00
24,6,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
24,7,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
24,8,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
24,9,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
24,10,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
24,11,2 - 7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1,368.86,68.50,327.00
24,12,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
24,13,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
24,14,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
24,15,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
24,16,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
24,17,4 - 9 - 6 - 0 - 3 - 1 - 2 - 7 - 8 - 5,414.03,93.50,210.00
24,18,1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 3,372.45,72.00,316.00
24,19,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
24,20,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
24,21,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
24,22,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
24,23,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
24,24,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
24,25,9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4 - 5,381.84,74.00,310.00
24,26,4 - 5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8,375.45,74.00,312.00
24,27,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
24,28,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
24,29,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
24,30,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
24,31,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
24,32,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
24,33,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
24,34,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
24,35,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
24,36,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
24,37,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
24,38,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
24,39,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
24,40,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
24,41,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
24,42,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
24,43,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
24,44,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
24,45,9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4 - 5,381.84,74.00,310.00
24,46,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
24,47,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
24,48,7 - 8 - 4 - 5 - 9 - 6 - 3 - 1 - 0 - 2,366.06,72.00,318.00
24,49,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
24,50,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
24,51,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
24,52,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8,366.06,72.00,318.00
24,53,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
24,54,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
24,55,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
24,56,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
24,57,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
24,58,0 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 3 - 1,372.45,72.00,316.00
24,59,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
24,60,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
24,61,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
24,62,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
24,63,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
24,64,9 - 6 - 3 - 0 - 1 - 2 - 4 - 7 - 8 - 5,373.70,73.50,315.00
24,65,8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7,368.86,68.50,327.00
24,66,1 - 0 - 2 - 4 - 8 - 7 - 5 - 9 - 6 - 3,364.34,79.00,313.00
24,67,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
24,68,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
24,69,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
24,70,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
24,71,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
24,72,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
24,73,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
24,74,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
24,75,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
24,76,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
24,77,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
24,78,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
24,79,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
24,80,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
24,81,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
24,82,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
24,83,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
24,84,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
24,85,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
24,86,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
24,87,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
24,88,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
24,89,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
24,90,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
24,91,3 - 1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6,372.45,72.00,316.00
24,92,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
24,93,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
24,94,1 - 0 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,406.30,90.00,211.00
24,95,0 - 1 - 2 - 4 - 7 - 8 - 5 - 9 - 6 - 3,373.70,73.50,315.00
24,96,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
24,97,3 - 0 - 1 - 2 - 8 - 7 - 4 - 5 - 9 - 6,375.24,68.50,325.00
24,98,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
24,99,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
25,0,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
25,1,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
25,2,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
25,3,1 - 3 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,414.03,93.50,210.00
25,4,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
25,5,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
25,6,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
25,7,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
25,8,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
25,9,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
25,10,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
25,11,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
25,12,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
25,13,4 - 9 - 6 - 0 - 3 - 1 - 2 - 7 - 8 - 5,414.03,93.50,210.00
25,14,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
25,15,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
25,16,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
25,17,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
25,18,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
25,19,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
25,20,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
25,21,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
25,22,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
25,23,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
25,24,0 - 1 - 2 - 4 - 7 - 8 - 5 - 9 - 6 - 3,373.70,73.50,315.00
25,25,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
25,26,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
25,27,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
25,28,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
25,29,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
25,30,4 - 5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8,375.45,74.00,312.00
25,31,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
25,32,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
25,33,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
25,34,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
25,35,9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4 - 5,381.84,74.00,310.00
25,36,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
25,37,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
25,38,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
25,39,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
25,40,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
25,41,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
25,42,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
25,43,9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4 - 5,381.84,74.00,310.00
25,44,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
25,45,8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7,368.86,68.50,327.00
25,46,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
25,47,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
25,48,9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4 - 5,381.84,74.00,310.00
25,49,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
25,50,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
25,51,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
25,52,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
25,53,7 - 8 - 4 - 5 - 9 - 6 - 0 - 1 - 3 - 2,375.45,74.00,312.00
25,54,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
25,55,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
25,56,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
25,57,9 - 6 - 3 - 0 - 1 - 2 - 4 - 7 - 8 - 5,373.70,73.50,315.00
25,58,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
25,59,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
25,60,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
25,61,7 - 8 - 4 - 5 - 9 - 6 - 3 - 1 - 0 - 2,366.06,72.00,318.00
25,62,1 - 0 - 2 - 4 - 8 - 7 - 5 - 9 - 6 - 3,364.34,79.00,313.00
25,63,2 - 7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1,368.86,68.50,327.00
25,64,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
25,65,0 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 3 - 1,372.45,72.00,316.00
25,66,3 - 0 - 1 - 2 - 8 - 7 - 4 - 5 - 9 - 6,375.24,68.50,325.00
25,67,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
25,68,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
25,69,3 - 1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6,372.45,72.00,316.00
25,70,0 - 1 - 2 - 4 - 7 - 8 - 5 - 9 - 6 - 3,373.70,73.50,315.00
25,71,1 - 0 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,406.30,90.00,211.00
25,72,9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4 - 5,381.84,74.00,310.00
25,73,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
25,74,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
25,75,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
25,76,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
25,77,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
25,78,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
25,79,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
25,80,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
25,81,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
25,82,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
25,83,1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 3,372.45,72.00,316.00
25,84,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
25,85,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
25,86,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
25,87,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
25,88,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
25,89,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
25,90,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
25,91,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
25,92,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
25,93,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
25,94,8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 7,373.70,73.50,315.00
25,95,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
25,96,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
25,97,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
25,98,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8,366.06,72.00,318.00
25,99,0 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 3 - 1,372.45,72.00,316.00
26,0,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
26,1,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
26,2,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
26,3,4 - 9 - 6 - 0 - 3 - 1 - 2 - 7 - 8 - 5,414.03,93.50,210.00
26,4,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
26,5,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
26,6,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
26,7,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
26,8,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
26,9,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
26,10,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
26,11,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
26,12,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
26,13,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
26,14,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
26,15,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
26,16,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
26,17,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
26,18,5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7 - 4,375.24,68.50,325.00
26,19,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
26,20,7 - 9 - 6 - 0 - 3 - 1 - 2 - 4 - 5 - 8,374.94,83.50,290.00
26,21,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
26,22,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
26,23,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
26,24,4 - 9 - 6 - 0 - 3 - 1 - 2 - 7 - 8 - 5,414.03,93.50,210.00
26,25,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
26,26,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
26,27,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
26,28,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
26,29,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
26,30,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
26,31,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
